Title,Region,Type,Rating,Rank
平常的心,美国,"剧情,历史,同性",8.4,898
潘神的迷宫,"西班牙,墨西哥","剧情,战争,奇幻",7.9,899
东方快车谋杀案,英国,"剧情,犯罪,悬疑",8.3,900
危情三日,"美国,法国","剧情,动作,爱情,犯罪,惊悚",8.1,901
头文字D,"中国香港,日本","剧情,动作",7.8,902
训练日,美国,"犯罪,剧情,惊悚",8.1,903
大逃杀,日本,"剧情,惊悚",7.9,904
东京塔,日本,"剧情,家庭",8.6,905
美国精神病人,"美国,加拿大","剧情,犯罪,恐怖",8.0,906
我这一辈子,中国大陆,"剧情,历史",8.8,907
叶问,"中国香港,中国大陆","动作,传记,剧情,历史",7.8,908
同学麦娜丝,中国台湾,"剧情,喜剧",7.9,909
西雅图未眠夜,美国,"喜剧,爱情,剧情",7.9,910
喜福会,美国,"剧情,爱情",8.4,911
下一个素熙,韩国,剧情,8.3,912
小鹿斑比,美国,"剧情,动画",8.6,913
全民目击,中国大陆,"剧情,犯罪,悬疑",7.8,914
我杀了我妈妈,加拿大,"剧情,同性,家庭",8.3,915
黑太阳731,中国香港,"剧情,历史,恐怖,战争",8.3,916
边境风云,中国大陆,"剧情,犯罪",7.9,917
惊天魔盗团,"美国,法国","剧情,犯罪,悬疑",7.8,918
居家男人,美国,"剧情,喜剧,爱情,家庭,奇幻",8.2,919
铁皮鼓,"西德,波兰,法国,南斯拉夫","剧情,历史,战争",8.3,920
中南海保镖,中国香港,"剧情,动作",7.9,921
乘船而去,中国大陆,"剧情,家庭",8.1,922
光荣的愤怒,中国大陆,剧情,8.2,923
在云端,美国,"剧情,喜剧,爱情",7.9,924
隧道,韩国,剧情,7.9,925
起跑线,印度,"剧情,喜剧",7.9,926
招魂2,"加拿大,美国,英国","剧情,悬疑,恐怖",7.9,927
钢琴课,"新西兰,澳大利亚,法国","剧情,爱情,音乐",8.1,928
客途秋恨,"中国香港,中国台湾","剧情,家庭",8.5,929
小男孩,"墨西哥,美国","剧情,喜剧,战争",8.3,930
人·鬼·情,中国大陆,剧情,8.7,931
欲望号街车,美国,剧情,8.4,932
硫磺岛的来信,美国,"剧情,历史,战争",8.2,933
守法公民,美国,"剧情,动作,犯罪",8.0,934
流浪猫鲍勃,英国,"剧情,喜剧,传记",7.9,935
巴比伦,美国,"剧情,喜剧,历史",8.0,936
迫在眉梢,美国,"剧情,犯罪,惊悚",8.3,937
鲁冰花,中国台湾,"家庭,剧情",8.8,938
木乃伊,美国,"剧情,动作,奇幻,冒险",7.9,939
降临,"美国,加拿大","剧情,科幻",7.8,940
夜奔,"中国台湾,中国大陆","剧情,爱情,同性",8.2,941
续命之徒：绝命毒师电影,美国,"剧情,犯罪,惊悚",8.1,942
刀,"中国香港,中国大陆","剧情,动作,武侠",8.1,943
麦兜，菠萝油王子,中国香港,"剧情,喜剧,动画",8.1,944
杀生,中国大陆,"剧情,悬疑",7.8,945
处子之山,"冰岛,丹麦","剧情,爱情",8.5,946
男与女,韩国,"剧情,爱情",8.1,947
两小无猜,"法国,比利时","喜剧,剧情,爱情",7.8,948
一念无明,中国香港,"剧情,家庭",7.9,949
关于莉莉周的一切,日本,剧情,7.9,950
狂人皮埃罗,"法国,意大利","剧情,爱情,犯罪",8.4,951
花魁,日本,"剧情,历史",8.1,952
他其实没那么喜欢你,"美国,德国,荷兰","喜剧,剧情,爱情",7.8,953
旺角卡门,中国香港,"犯罪,剧情,爱情",7.8,954
奇迹,中国香港,"动作,喜剧,犯罪,剧情",8.1,955
半生缘,"中国香港,中国大陆","剧情,爱情",7.9,956
心之全蚀,"英国,法国,比利时","剧情,传记,爱情,同性",8.1,957
浓情巧克力,"英国,美国","剧情,爱情",8.0,958
两小无猜,英国,"剧情,爱情",8.5,959
每当变幻时,"中国大陆,中国香港","喜剧,剧情,爱情",8.0,960
空山灵雨,中国香港,"剧情,动作,武侠,古装",8.5,961
芬妮的旅程,"法国,比利时","剧情,战争",8.5,962
流感,韩国,"剧情,动作,冒险",7.8,963
借着雨点说爱你,日本,"剧情,奇幻,爱情",8.5,964
澄沙之味,"日本,法国,德国",剧情,8.3,965
布拉格之恋,美国,"剧情,爱情",8.2,966
甜蜜的生活,"意大利,法国","剧情,喜剧",8.6,967
唐顿庄园：2015圣诞特别篇,"英国,美国","剧情,家庭",9.5,968
非常主播,韩国,"喜剧,剧情,音乐",7.9,969
怒火救援,"美国,英国,墨西哥,德国","动作,剧情,惊悚",8.1,970
本能,"美国,法国","剧情,悬疑,惊悚",7.9,971
祈祷落幕时,日本,"剧情,悬疑",7.9,972
冰血暴,"美国,英国","犯罪,剧情,惊悚",8.0,973
爱情短片,波兰,"剧情,爱情",8.7,974
边境杀手,"美国,墨西哥,中国香港","剧情,犯罪,惊悚",7.8,975
大佬,"日本,英国,美国","犯罪,剧情,惊悚",8.4,976
八两金,中国香港,"剧情,喜剧,爱情",8.4,977
流浪者之歌,"意大利,英国,南斯拉夫","喜剧,犯罪,剧情,奇幻",9.0,978
看上去很美,"中国大陆,意大利","喜剧,剧情",7.9,979
最后的假期,美国,"冒险,喜剧,剧情",8.4,980
你好，李焕英,中国大陆,"剧情,喜剧,奇幻",7.7,981
将来的事,"法国,德国",剧情,8.2,982
日日是好日,日本,剧情,8.2,983
转山,"中国大陆,中国台湾","剧情,冒险",7.9,984
弗兰兹,"法国,德国","剧情,历史,爱情,战争",8.4,985
平原上的夏洛克,中国大陆,"剧情,喜剧,悬疑",7.8,986
活埋,"西班牙,英国,美国,法国","剧情,悬疑,惊悚",7.9,987
恐袭波士顿,美国,"剧情,历史,惊悚",8.0,988
恶人传,韩国,"剧情,动作,犯罪",7.8,989
唐顿庄园,"英国,美国",剧情,8.0,990
四月三周两天,罗马尼亚,剧情,8.4,991
乐土,"巴基斯坦,美国","剧情,同性",8.6,992
战舰波将金号,苏联,"剧情,历史,战争",8.7,993
疯狂的小镇,中国大陆,剧情,8.9,994
冈仁波齐,中国大陆,剧情,7.8,995
芳华,中国大陆,"剧情,历史,战争",7.7,996
新桥恋人,法国,"剧情,爱情",8.2,997
丘奇先生,美国,"剧情,喜剧",8.6,998
死者田园祭,日本,"剧情,奇幻",8.8,999
赌城风云,"美国,法国","传记,犯罪,剧情",8.3,1000
爱的曝光,日本,"动作,喜剧,剧情,爱情",8.3,1001
欢迎来到东莫村,韩国,"喜剧,剧情,战争",8.2,1002
绝美之城,"意大利,法国",剧情,8.2,1003
奇幻森林,"英国,美国","剧情,奇幻,冒险",7.8,1004
天使之城,"美国,德国","剧情,爱情,奇幻",7.9,1005
每分钟120击,法国,"剧情,同性",8.3,1006
网络谜踪2,美国,"剧情,惊悚",7.9,1007
一个都不能少,中国大陆,剧情,7.8,1008
绣春刀,中国大陆,"剧情,动作,武侠,古装",7.7,1009
裁缝,澳大利亚,剧情,7.9,1010
安东尼娅家族,"荷兰,比利时,英国","剧情,喜剧",9.1,1011
鲭鱼罐头,日本,剧情,8.5,1012
与神同行：罪与罚,韩国,"剧情,奇幻",7.8,1013
迷失东京,"美国,日本","剧情,爱情",7.8,1014
骡子,美国,"剧情,犯罪",7.9,1015
解救吾先生,中国大陆,"剧情,犯罪",7.7,1016
寻枪,中国大陆,"犯罪,剧情,悬疑",7.8,1017
午夜巴塞罗那,"西班牙,美国","剧情,爱情",7.8,1018
呼喊与细语,瑞典,"剧情,爱情",8.5,1019
罗曼蒂克消亡史,"中国大陆,中国香港",剧情,7.7,1020
朱诺,"美国,加拿大","剧情,喜剧,爱情",7.8,1021
沙丘,美国,"剧情,科幻,冒险",7.7,1022
智取威虎山,"中国大陆,中国香港","剧情,动作,战争,冒险",7.7,1023
普吉岛的最后黄昏,泰国,"剧情,喜剧,同性",8.7,1024
史崔特先生的故事,"法国,英国,美国","剧情,传记",8.5,1025
彗星美人,美国,剧情,8.7,1026
狙击手,中国大陆,"剧情,历史,战争",7.7,1027
白兔糖,日本,"剧情,喜剧",8.0,1028
倒数时刻,美国,"剧情,传记,歌舞",8.1,1029
赴汤蹈火,美国,"剧情,犯罪,西部",8.1,1030
浪客剑心：传说的完结篇,日本,"剧情,动作",8.2,1031
过春天,中国大陆,剧情,7.7,1032
地雷战,中国大陆,"剧情,战争",8.1,1033
神奇动物在哪里,"英国,美国","剧情,奇幻,冒险",7.7,1034
驾驶我的车,日本,剧情,7.9,1035
突袭2：暴徒,"印度尼西亚,美国","剧情,动作,犯罪",8.1,1036
英雄,"中国大陆,中国香港","剧情,动作,武侠,古装",7.7,1037
练习曲,中国台湾,剧情,8.0,1038
布鲁克林,"英国,加拿大,爱尔兰","剧情,爱情",7.9,1039
十月围城,"中国香港,中国大陆","动作,剧情,历史",7.7,1040
灰猎犬号,"美国,加拿大,中国大陆","剧情,战争",7.8,1041
玻璃之城,中国香港,"剧情,爱情",7.9,1042
布朗克斯的故事,美国,"犯罪,剧情",8.8,1043
窃听风云,"中国香港,中国大陆,新加坡","动作,剧情,惊悚",7.7,1044
茜茜公主2,奥地利,"剧情,历史,爱情",8.4,1045
红柿子,中国台湾,"剧情,家庭",8.9,1046
十七岁的单车,"中国大陆,中国台湾,法国",剧情,7.8,1047
艋舺,中国台湾,"剧情,动作,犯罪",7.7,1048
为黛西小姐开车,美国,"喜剧,剧情",8.3,1049
巴尔扎克与小裁缝,"中国大陆,法国","传记,剧情,爱情",8.0,1050
古惑仔3之只手遮天,中国香港,"动作,剧情",7.8,1051
没完没了,中国大陆,"剧情,喜剧",7.8,1052
一江春水向东流,中国大陆,剧情,8.6,1053
007：大战皇家赌场,"英国,捷克,美国,德国,巴哈马","剧情,动作,惊悚,冒险",7.8,1054
夜半歌声,"中国香港,中国大陆,新加坡","剧情,爱情,惊悚,音乐",7.9,1055
看见恶魔,韩国,"剧情,犯罪,惊悚",7.9,1056
五亿探长雷洛传1：雷老虎,中国香港,"动作,犯罪,剧情,爱情",7.9,1057
甘地传,"英国,印度,美国","传记,剧情,历史",8.5,1058
女性瘾者：第一部,"丹麦,德国,法国,比利时,英国","剧情,情色",7.9,1059
地球之夜,"法国,英国,德国,美国,日本","喜剧,剧情",8.2,1060
彩虹照耀,"加拿大,爱尔兰","剧情,家庭",8.7,1061
如果·爱,"中国大陆,中国香港,马来西亚","剧情,歌舞,爱情",7.7,1062
2046,"中国香港,中国大陆,法国,意大利,德国","剧情,爱情,奇幻",7.7,1063
姐姐的守护者,美国,"剧情,家庭",8.2,1064
白日之下,中国香港,"剧情,犯罪",7.8,1065
猜火车2,英国,"剧情,犯罪",8.0,1066
黑金,中国香港,"剧情,动作,犯罪",7.8,1067
总有一天,丹麦,剧情,8.6,1068
